id,documento,tipo_persona
60843,13009-7283,EMPLEADO
60844,72724-9954,EMPLEADO
60845,71905-5902,EGRESADO
60846,03928-8997,PROFESOR
60847,53614-9416,PADRE
60848,03204-3632,PROFESOR
60849,33770-8000,EGRESADO
60850,45586-5144,PADRE
60851,02791-9558,NO_RELACIONADO
60852,31765-9843,EMPLEADO
60853,54565-7390,EGRESADO
60854,19327-3611,EMPLEADO
60855,52995-3639,EMPLEADO
60856,41804-1954,NO_RELACIONADO
60857,27725-8047,EMPLEADO
60858,57541-1174,VECINO
60859,75093-4928,PADRE
60860,72980-9962,NO_RELACIONADO
60861,75198-6264,VECINO
60862,13976-1439,VECINO
60863,93692-3808,PROFESOR
60864,86206-6768,VECINO
60865,02512-6323,VECINO
60866,73722-7480,NO_RELACIONADO
60867,33805-0053,ESTUDIANTE
60868,96493-8505,ESTUDIANTE
60869,00662-3923,NO_RELACIONADO
60870,26917-5742,VECINO
60871,93969-2539,ESTUDIANTE
60872,69974-2007,ESTUDIANTE
60873,84606-2294,PROFESOR
60874,91259-9704,EMPLEADO
60875,40718-3985,ESTUDIANTE
60876,10183-5517,NO_RELACIONADO
60877,39701-5514,EMPLEADO
60878,97305-3195,VECINO
60879,68448-9460,EMPLEADO
60880,09758-5574,NO_RELACIONADO
60881,03871-9975,EGRESADO
60882,28350-8877,VECINO
60883,19583-3382,EGRESADO
60884,18157-7691,PROFESOR
60885,24025-6800,EMPLEADO
60886,75413-4998,PADRE
60887,65154-3433,VECINO
60888,23650-7669,EMPLEADO
60889,71270-9104,EGRESADO
60890,09403-5321,VECINO
60891,71450-0539,PROFESOR
60892,58772-5543,NO_RELACIONADO
60893,21872-4487,ESTUDIANTE
60894,84972-8631,ESTUDIANTE
60895,05955-3446,VECINO
60896,45608-0781,PADRE
60897,22984-4378,EGRESADO
60898,01959-2814,EGRESADO
60899,13020-7696,NO_RELACIONADO
60900,43175-2796,NO_RELACIONADO
60901,24428-9511,EMPLEADO
60902,99325-0915,PADRE
60903,99504-2717,NO_RELACIONADO
60904,01554-3893,EGRESADO
60905,90957-0126,EMPLEADO
60906,38829-9928,PADRE
60907,07550-3342,VECINO
60908,21678-7575,PADRE
60909,88722-0002,PADRE
60910,66392-6337,NO_RELACIONADO
60911,41928-7052,ESTUDIANTE
60912,26608-9597,VECINO
60913,72328-8918,PROFESOR
60914,07267-8188,NO_RELACIONADO
60915,08493-7662,EMPLEADO
60916,18525-9760,EGRESADO
60917,45488-1410,VECINO
60918,38963-4439,EMPLEADO
60919,30202-4514,PADRE
60920,64915-8213,PROFESOR
60921,57805-4804,PADRE
60922,00532-6466,EGRESADO
60923,51758-9244,PADRE
60924,49765-5923,PADRE
60925,38663-1373,NO_RELACIONADO
60926,80124-0000,PROFESOR
60927,63124-5743,PROFESOR
60928,25239-8213,NO_RELACIONADO
60929,34510-2654,PADRE
60930,55403-4769,EMPLEADO
60931,88148-9331,EGRESADO
60932,11744-1626,EGRESADO
60933,77750-0810,NO_RELACIONADO
60934,94564-9696,NO_RELACIONADO
60935,09045-4392,EGRESADO
60936,53761-1341,NO_RELACIONADO
60937,38383-0299,VECINO
60938,26634-8205,PADRE
60939,19264-0666,NO_RELACIONADO
60940,35679-9317,EMPLEADO
60941,43092-4636,VECINO
60942,70975-3521,EGRESADO
60943,23424-0216,ESTUDIANTE
60944,94534-8895,PROFESOR
60945,50264-8068,EMPLEADO
60946,82828-2670,PADRE
60947,39701-3090,EGRESADO
60948,93778-7397,EMPLEADO
60949,10401-1547,ESTUDIANTE
60950,66375-2076,PADRE
60951,77933-2498,VECINO
60952,06239-8310,ESTUDIANTE
60953,82097-3679,EMPLEADO
60954,50449-0820,ESTUDIANTE
60955,42215-1814,VECINO
60956,67365-1231,PADRE
60957,81968-6010,EGRESADO
60958,25377-0105,PROFESOR
60959,47586-1013,NO_RELACIONADO
60960,58545-5388,PADRE
60961,09138-9042,NO_RELACIONADO
60962,02268-8294,VECINO
60963,87687-9009,PADRE
60964,84961-3410,EGRESADO
60965,27344-1631,PADRE
60966,06242-2763,EMPLEADO
60967,23812-5774,ESTUDIANTE
60968,95617-2665,VECINO
60969,64045-2289,EGRESADO
60970,45190-8188,PADRE
60971,12136-6109,EGRESADO
60972,46474-7113,ESTUDIANTE
60973,77619-0698,EGRESADO
60974,97455-5165,EMPLEADO
60975,33991-7169,PROFESOR
60976,65028-0774,EMPLEADO
60977,98415-4222,EGRESADO
60978,02646-5490,EGRESADO
60979,34350-5090,EMPLEADO
60980,65929-0874,NO_RELACIONADO
60981,48972-6195,VECINO
60982,00262-7267,EGRESADO
60983,67625-2766,EGRESADO
60984,17453-6462,PADRE
60985,55678-4955,PROFESOR
60986,24187-2286,EMPLEADO
60987,12690-3494,NO_RELACIONADO
60988,16719-9339,ESTUDIANTE
60989,77756-3091,ESTUDIANTE
60990,01977-9114,EGRESADO
60991,71046-7562,NO_RELACIONADO
60992,05197-1392,EMPLEADO
60993,77320-2097,NO_RELACIONADO
60994,58424-5418,NO_RELACIONADO
60995,47661-8375,EMPLEADO
60996,55521-4404,PROFESOR
60997,70751-9356,EMPLEADO
60998,61931-0872,EGRESADO
60999,92639-5673,NO_RELACIONADO
61000,22060-2098,NO_RELACIONADO
61001,62301-1395,EMPLEADO
61002,01053-2501,EMPLEADO
61003,13238-9656,PADRE
61004,95335-2144,VECINO
61005,83676-1088,NO_RELACIONADO
61006,48894-5582,EGRESADO
61007,87954-7562,VECINO
61008,31817-9176,ESTUDIANTE
61009,33467-0622,EMPLEADO
61010,85506-9320,PADRE
61011,36046-8579,PROFESOR
61012,81074-4398,ESTUDIANTE
61013,04495-0415,PROFESOR
61014,69243-3332,EMPLEADO
61015,82138-7144,PADRE
61016,73039-0164,EMPLEADO
61017,09006-9864,PADRE
61018,14556-5495,NO_RELACIONADO
61019,66125-7242,PADRE
61020,66742-9251,EMPLEADO
61021,26232-6992,VECINO
61022,77607-2927,EMPLEADO
61023,40817-7795,VECINO
61024,78911-6262,ESTUDIANTE
61025,89924-3027,EGRESADO
61026,95507-6002,ESTUDIANTE
61027,85890-4814,EMPLEADO
61028,48814-6714,EGRESADO
61029,23482-8032,PADRE
61030,44678-2044,PADRE
61031,36770-9301,PADRE
61032,66693-7610,VECINO
61033,33353-9599,PROFESOR
61034,71865-8287,ESTUDIANTE
61035,39101-0547,ESTUDIANTE
61036,71957-4912,PROFESOR
61037,65981-1709,ESTUDIANTE
61038,48780-6292,VECINO
61039,80367-0260,NO_RELACIONADO
61040,37632-5434,NO_RELACIONADO
61041,58558-8382,VECINO
61042,34159-8579,ESTUDIANTE
61043,50610-6240,EMPLEADO
61044,54697-9700,EGRESADO
61045,38319-1604,EMPLEADO
61046,96841-0496,PROFESOR
61047,99740-3306,VECINO
61048,76347-4220,PADRE
61049,35538-7088,PROFESOR
61050,57102-8482,NO_RELACIONADO
61051,96104-7519,ESTUDIANTE
61052,84691-5664,PROFESOR
61053,22864-1462,VECINO
61054,37297-2047,EMPLEADO
61055,25305-6033,VECINO
61056,66530-5886,NO_RELACIONADO
61057,05757-0262,VECINO
61058,97042-0414,NO_RELACIONADO
61059,66162-5456,NO_RELACIONADO
61060,11107-9979,PADRE
61061,60237-7771,NO_RELACIONADO
61062,86025-2633,PROFESOR
61063,62357-8884,PROFESOR
61064,14576-6124,EGRESADO
61065,57873-1342,EGRESADO
61066,73759-5248,VECINO
61067,33861-0461,VECINO
61068,56461-3625,VECINO
61069,78332-2077,EMPLEADO
61070,19160-2392,NO_RELACIONADO
61071,54677-4428,NO_RELACIONADO
61072,81058-1309,ESTUDIANTE
61073,42640-8777,ESTUDIANTE
61074,82445-5126,PADRE
61075,58063-6097,VECINO
61076,80627-1014,PADRE
61077,65828-1926,ESTUDIANTE
61078,38269-8920,ESTUDIANTE
61079,62222-3935,ESTUDIANTE
61080,84878-7180,EMPLEADO
61081,07303-5900,PROFESOR
61082,49445-3679,PROFESOR
61083,03698-9109,PROFESOR
61084,40180-1696,EGRESADO
61085,12626-7693,PADRE
61086,27549-3228,EGRESADO
61087,96298-2280,VECINO
61088,41746-0515,PADRE
61089,87285-8529,VECINO
61090,29399-7788,EMPLEADO
61091,39506-8005,EGRESADO
61092,89168-4331,PADRE
61093,98175-2351,ESTUDIANTE
61094,06832-4907,PADRE
61095,97744-4624,EMPLEADO
61096,35121-4033,EGRESADO
61097,09093-7349,EGRESADO
61098,19863-4360,EGRESADO
61099,59960-7122,EGRESADO
61100,69196-3651,PADRE
61101,92862-3990,EGRESADO
61102,97427-0603,EGRESADO
61103,68756-3786,EGRESADO
61104,63391-3166,PADRE
61105,50906-2552,NO_RELACIONADO
61106,12009-8659,VECINO
61107,17363-5122,EMPLEADO
61108,00786-0866,NO_RELACIONADO
61109,00378-4515,VECINO
61110,36869-3427,ESTUDIANTE
61111,00804-5677,EGRESADO
61112,99613-3930,PROFESOR
61113,64560-5660,ESTUDIANTE
61114,43166-9625,NO_RELACIONADO
61115,27263-8236,EGRESADO
61116,53038-5220,PROFESOR
61117,80201-4755,EMPLEADO
61118,98527-9493,PADRE
61119,56487-9671,PROFESOR
61120,76400-1835,VECINO
61121,32929-0464,ESTUDIANTE
61122,98629-9558,NO_RELACIONADO
61123,12407-8158,PROFESOR
61124,72264-8631,NO_RELACIONADO
61125,15933-2330,VECINO
61126,07444-9407,EGRESADO
61127,08913-1538,EGRESADO
61128,26703-3719,PADRE
61129,36649-7564,PROFESOR
61130,14858-5079,ESTUDIANTE
61131,80592-0279,EGRESADO
61132,73853-0803,ESTUDIANTE
61133,61354-7255,EGRESADO
61134,99296-1982,EGRESADO
61135,84163-3128,EGRESADO
61136,33079-9323,VECINO
61137,83618-0560,EMPLEADO
61138,98660-6550,PROFESOR
61139,59539-1573,VECINO
61140,60192-0989,NO_RELACIONADO
61141,59601-0734,PADRE
61142,91920-9659,ESTUDIANTE
61143,69762-9726,EGRESADO
61144,47048-9923,EMPLEADO
61145,27123-7006,VECINO
61146,66051-3304,PROFESOR
61147,25241-6055,VECINO
61148,83960-5631,PROFESOR
61149,12673-4986,EMPLEADO
61150,75345-7005,VECINO
61151,18179-8457,ESTUDIANTE
61152,44189-5599,PADRE
61153,62071-1496,EMPLEADO
61154,14349-3081,PADRE
61155,89655-1416,PROFESOR
61156,03569-7426,PROFESOR
61157,42663-5547,PROFESOR
61158,16196-3738,EGRESADO
61159,25696-2429,VECINO
61160,18843-2938,EMPLEADO
61161,15494-7462,PADRE
61162,06065-5412,ESTUDIANTE
61163,33198-2985,ESTUDIANTE
61164,24112-7819,VECINO
61165,53224-9952,EGRESADO
61166,16038-0853,EGRESADO
61167,42826-4787,ESTUDIANTE
61168,21597-4801,EMPLEADO
61169,77507-9588,VECINO
61170,08271-0363,NO_RELACIONADO
61171,54345-6116,EGRESADO
61172,50148-7608,PADRE
61173,34816-8711,PADRE
61174,50187-9803,EGRESADO
61175,26157-3003,EGRESADO
61176,95192-7665,VECINO
61177,74449-7323,EMPLEADO
61178,53263-2431,PROFESOR
61179,40432-8453,PROFESOR
61180,87222-1077,ESTUDIANTE
61181,01304-7905,EGRESADO
61182,95900-2044,ESTUDIANTE
61183,74174-8530,EGRESADO
61184,53326-9895,EGRESADO
61185,05576-3772,VECINO
61186,54321-7511,ESTUDIANTE
61187,62122-0880,NO_RELACIONADO
61188,55887-6387,PROFESOR
61189,47277-4410,NO_RELACIONADO
61190,60851-2783,NO_RELACIONADO
61191,67872-6476,EMPLEADO
61192,02215-2971,EMPLEADO
61193,25457-6635,EGRESADO
61194,45315-9718,EMPLEADO
61195,49448-3991,ESTUDIANTE
61196,81662-7129,PROFESOR
61197,91869-1619,EGRESADO
61198,50144-1897,NO_RELACIONADO
61199,40455-3942,ESTUDIANTE
61200,87956-2491,EMPLEADO
61201,34135-3034,NO_RELACIONADO
61202,68286-2502,PADRE
61203,28161-1299,EMPLEADO
61204,44113-3385,PADRE
61205,70387-0035,EGRESADO
61206,03793-4969,EMPLEADO
61207,33631-3012,PADRE
61208,85006-8588,NO_RELACIONADO
61209,35624-8557,ESTUDIANTE
61210,99047-9210,VECINO
61211,71979-0991,EGRESADO
61212,82592-3897,ESTUDIANTE
61213,08551-3418,NO_RELACIONADO
61214,44365-9966,NO_RELACIONADO
61215,54243-7148,EMPLEADO
61216,34761-3083,VECINO
61217,72065-5586,EGRESADO
61218,60788-8184,ESTUDIANTE
61219,68323-0796,VECINO
61220,72320-4150,EGRESADO
61221,54430-0076,PADRE
61222,52212-2823,PROFESOR
61223,17442-5478,PADRE
61224,01354-7562,PROFESOR
61225,05816-8929,PROFESOR
61226,96321-3558,PROFESOR
61227,36437-8747,VECINO
61228,05555-9351,EGRESADO
61229,62323-6859,PROFESOR
61230,68624-7413,PROFESOR
61231,28573-5576,PROFESOR
61232,24643-3769,EGRESADO
61233,49124-3408,ESTUDIANTE
61234,85000-1199,EMPLEADO
61235,18489-7417,ESTUDIANTE
61236,79468-5620,PROFESOR
61237,78913-0310,NO_RELACIONADO
61238,64660-1472,NO_RELACIONADO
61239,43952-3830,VECINO
61240,60252-5593,PROFESOR
61241,81699-7571,VECINO
61242,17081-1541,PADRE
61243,41471-9216,PADRE
61244,82024-7249,VECINO
61245,30627-4742,EGRESADO
61246,09766-7077,ESTUDIANTE
61247,10214-2574,PROFESOR
61248,78948-9443,EMPLEADO
61249,28545-8705,VECINO
61250,03528-1713,VECINO
61251,63801-5295,EMPLEADO
61252,14589-6060,ESTUDIANTE
61253,93413-5660,PADRE
61254,43036-2702,NO_RELACIONADO
61255,30215-4872,PROFESOR
61256,82492-7748,PADRE
61257,74303-0667,NO_RELACIONADO
61258,54834-2658,NO_RELACIONADO
61259,04779-1842,PROFESOR
61260,56574-3682,EGRESADO
61261,43023-1124,VECINO
61262,52068-8518,PADRE
61263,87905-5759,NO_RELACIONADO
61264,09782-4407,ESTUDIANTE
61265,76983-8262,PADRE
61266,82781-8609,EGRESADO
61267,65454-3042,EMPLEADO
61268,70969-6783,PADRE
61269,89310-2483,NO_RELACIONADO
61270,74820-5911,PADRE
61271,16657-6225,PROFESOR
61272,11214-6199,PADRE
61273,23173-0990,EGRESADO
61274,08177-5468,ESTUDIANTE
61275,47565-3242,NO_RELACIONADO
61276,43000-2041,NO_RELACIONADO
61277,11928-9395,EGRESADO
61278,28662-4365,PROFESOR
61279,07345-4355,NO_RELACIONADO
61280,24284-4057,ESTUDIANTE
61281,65952-0051,PROFESOR
61282,73263-2387,VECINO
61283,62857-6128,EMPLEADO
61284,72206-4337,EGRESADO
61285,00456-3042,ESTUDIANTE
61286,26569-5670,NO_RELACIONADO
61287,27383-0680,ESTUDIANTE
61288,72916-7627,PROFESOR
61289,20850-1528,EGRESADO
61290,23821-2651,EGRESADO
61291,59671-8186,NO_RELACIONADO
61292,29691-1411,EMPLEADO
61293,14039-0412,ESTUDIANTE
61294,88178-7709,VECINO
61295,30950-4332,PROFESOR
61296,43801-3509,EMPLEADO
61297,77071-3516,ESTUDIANTE
61298,77097-8376,PADRE
61299,60155-9057,EMPLEADO
61300,73512-1624,EGRESADO
61301,82999-3669,PROFESOR
61302,31943-6750,VECINO
61303,98782-0813,EGRESADO
61304,49960-3381,VECINO
61305,65771-9205,ESTUDIANTE
61306,33028-3326,PADRE
61307,55977-1719,EGRESADO
61308,20506-3800,EGRESADO
61309,46622-2201,PROFESOR
61310,03153-9039,EMPLEADO
61311,12050-2495,NO_RELACIONADO
61312,68681-0953,ESTUDIANTE
61313,94748-2212,EGRESADO
61314,81041-1257,PROFESOR
61315,09934-2967,EMPLEADO
61316,17379-6023,PADRE
61317,36644-8032,NO_RELACIONADO
61318,54050-7865,PROFESOR
61319,78476-4263,EMPLEADO
61320,62234-5582,PROFESOR
61321,11921-7131,ESTUDIANTE
61322,77689-4229,PADRE
61323,54512-4234,NO_RELACIONADO
61324,37730-9579,EMPLEADO
61325,37393-7907,EGRESADO
61326,36345-2026,ESTUDIANTE
61327,02123-5475,NO_RELACIONADO
61328,97241-3775,NO_RELACIONADO
61329,09234-5512,EMPLEADO
61330,54702-3406,EMPLEADO
61331,80486-7603,ESTUDIANTE
61332,78154-7793,VECINO
61333,50029-5030,EMPLEADO
61334,73531-7880,NO_RELACIONADO
61335,62463-0713,NO_RELACIONADO
61336,41643-7885,EGRESADO
61337,90323-0395,ESTUDIANTE
61338,83353-5860,NO_RELACIONADO
61339,47435-3109,PADRE
61340,46071-7803,PROFESOR
61341,27636-2971,NO_RELACIONADO
61342,42119-4895,VECINO
61343,19643-6671,EGRESADO
61344,23418-3190,NO_RELACIONADO
61345,81097-7906,EGRESADO
61346,48682-4963,VECINO
61347,61086-6371,NO_RELACIONADO
61348,72235-4019,EGRESADO
61349,56108-3259,NO_RELACIONADO
61350,70238-2523,NO_RELACIONADO
61351,76829-0708,EMPLEADO
61352,19311-1115,PROFESOR
61353,04032-2441,NO_RELACIONADO
61354,34339-6728,EMPLEADO
61355,89258-0468,PROFESOR
61356,29608-4877,EMPLEADO
61357,27352-0046,EMPLEADO
61358,64758-1768,NO_RELACIONADO
61359,89738-9926,EGRESADO
61360,79978-4127,PADRE
61361,14284-2871,PROFESOR
61362,28697-4792,ESTUDIANTE
61363,12803-7300,EGRESADO
61364,73698-3647,ESTUDIANTE
61365,77802-9008,ESTUDIANTE
61366,48541-3713,VECINO
61367,27883-3114,VECINO
61368,17584-9499,PADRE
61369,85745-5283,PADRE
61370,41032-1911,VECINO
61371,22954-9175,PROFESOR
61372,18818-3398,EGRESADO
61373,06197-2604,EMPLEADO
61374,31245-2458,EMPLEADO
61375,50474-8289,PADRE
61376,56149-1700,NO_RELACIONADO
61377,77099-2029,NO_RELACIONADO
61378,69808-5585,VECINO
61379,39236-6726,VECINO
61380,92134-4156,NO_RELACIONADO
61381,26823-5829,EMPLEADO
61382,31264-5279,EGRESADO
61383,67060-8342,VECINO
61384,72935-6647,NO_RELACIONADO
61385,29678-3200,PADRE
61386,49854-8114,VECINO
61387,67304-5345,PADRE
61388,21512-3479,ESTUDIANTE
61389,58006-4712,PROFESOR
61390,67879-5928,EGRESADO
61391,24614-2738,EGRESADO
61392,83260-8932,PROFESOR
61393,97115-9202,EMPLEADO
61394,77232-0245,EMPLEADO
61395,44136-7476,ESTUDIANTE
61396,86747-0822,PADRE
61397,88059-1974,PROFESOR
61398,68957-5528,PROFESOR
61399,06908-8690,EGRESADO
61400,34524-6798,PADRE
61401,82758-6316,VECINO
61402,19357-5388,EMPLEADO
61403,08410-7282,PROFESOR
61404,29299-9685,ESTUDIANTE
61405,06204-7448,NO_RELACIONADO
61406,73930-9306,EMPLEADO
61407,29137-8455,EMPLEADO
61408,02147-1514,PADRE
61409,13094-5473,ESTUDIANTE
61410,08282-7805,EMPLEADO
61411,87475-7941,EGRESADO
61412,26325-2013,PROFESOR
61413,98989-2657,ESTUDIANTE
61414,50310-4320,EGRESADO
61415,28050-9064,ESTUDIANTE
61416,62468-7771,PADRE
61417,05644-1086,NO_RELACIONADO
61418,85892-6395,EGRESADO
61419,18751-9564,EMPLEADO
61420,94976-1206,ESTUDIANTE
61421,23839-3328,PADRE
61422,86866-0923,ESTUDIANTE
61423,56004-9460,VECINO
61424,55750-1970,ESTUDIANTE
61425,64763-4113,PADRE
61426,10747-4662,VECINO
61427,80709-6729,EMPLEADO
61428,11762-7162,PADRE
61429,63237-4729,PADRE
61430,27650-8986,PROFESOR
61431,55083-0721,VECINO
61432,55806-9228,NO_RELACIONADO
61433,60767-3467,PADRE
61434,39016-8923,EGRESADO
61435,52061-9637,EMPLEADO
61436,22443-6944,EGRESADO
61437,17242-0094,VECINO
61438,91276-3388,VECINO
61439,20761-7404,ESTUDIANTE
61440,24864-7584,PADRE
61441,94545-6901,EMPLEADO
61442,24900-9194,EGRESADO
61443,19861-4527,NO_RELACIONADO
61444,67961-0346,EMPLEADO
61445,38181-2493,EGRESADO
61446,21401-6947,NO_RELACIONADO
61447,18343-2214,NO_RELACIONADO
61448,23313-0398,ESTUDIANTE
61449,87536-8953,PROFESOR
61450,54186-0069,PADRE
61451,59853-6098,NO_RELACIONADO
61452,95708-5872,NO_RELACIONADO
61453,89451-8864,PROFESOR
61454,76266-3696,PROFESOR
61455,37102-7915,VECINO
61456,91854-8571,EGRESADO
61457,66786-8353,NO_RELACIONADO
61458,77699-6506,VECINO
61459,55240-8203,NO_RELACIONADO
61460,21703-2221,ESTUDIANTE
61461,65063-8613,EGRESADO
61462,13787-5826,NO_RELACIONADO
61463,98997-7536,NO_RELACIONADO
61464,05035-3114,ESTUDIANTE
61465,17327-4718,PADRE
61466,50595-7262,VECINO
61467,92203-4238,PADRE
61468,95549-2182,EMPLEADO
61469,73639-3415,EGRESADO
61470,41830-4934,EMPLEADO
61471,89384-4764,EGRESADO
61472,99552-7363,EGRESADO
61473,44343-3251,ESTUDIANTE
61474,06351-2044,VECINO
61475,90642-7758,EMPLEADO
61476,67590-5069,PROFESOR
61477,59483-4809,PADRE
61478,99402-6255,PROFESOR
61479,25576-0634,EGRESADO
61480,92746-5752,EGRESADO
61481,14231-6353,VECINO
61482,81472-3086,EGRESADO
61483,52193-7400,EGRESADO
61484,24754-4741,VECINO
61485,42117-8144,EMPLEADO
61486,95726-2662,PROFESOR
61487,65099-8906,PADRE
61488,27341-1619,PADRE
61489,20246-2453,EGRESADO
61490,54174-8776,ESTUDIANTE
61491,96821-2675,EMPLEADO
61492,76128-8481,EMPLEADO
61493,75585-2383,ESTUDIANTE
61494,64914-2890,VECINO
61495,75788-6112,ESTUDIANTE
61496,75673-2666,EGRESADO
61497,17092-3499,ESTUDIANTE
61498,00679-3035,ESTUDIANTE
61499,28702-4526,EMPLEADO
61500,78718-3356,PROFESOR
61501,32976-3247,EGRESADO
61502,27646-2697,NO_RELACIONADO
61503,19709-9761,NO_RELACIONADO
61504,50666-7401,VECINO
61505,11186-5509,EMPLEADO
61506,19833-2191,PROFESOR
61507,62353-0741,EMPLEADO
61508,68286-6206,NO_RELACIONADO
61509,14198-0843,VECINO
61510,55584-9464,EGRESADO
61511,43568-1249,VECINO
61512,61899-1736,PADRE
61513,47620-2857,PADRE
61514,07553-7592,PADRE
61515,67442-9753,NO_RELACIONADO
61516,22002-7776,ESTUDIANTE
61517,47044-3082,PADRE
61518,46180-8699,VECINO
61519,18818-9362,VECINO
61520,86751-0593,PADRE
61521,07862-0222,PROFESOR
61522,17408-2024,PADRE
61523,81041-5284,EGRESADO
61524,43653-9597,EMPLEADO
61525,76376-4272,PROFESOR
61526,15605-7093,PADRE
61527,14719-7778,NO_RELACIONADO
61528,17081-2721,EGRESADO
61529,70394-7682,ESTUDIANTE
61530,79439-4708,EMPLEADO
61531,97402-0643,EGRESADO
61532,62427-3305,EGRESADO
61533,91316-8962,PROFESOR
61534,61331-1866,VECINO
61535,72750-4138,EGRESADO
61536,46795-8666,ESTUDIANTE
61537,09812-6230,EMPLEADO
61538,58268-4174,PADRE
61539,58102-4406,ESTUDIANTE
61540,97975-0400,PADRE
61541,85623-0519,VECINO
61542,03760-9456,NO_RELACIONADO
61543,19812-1727,VECINO
61544,91757-6464,PROFESOR
61545,99848-5079,EGRESADO
61546,73044-2511,EGRESADO
61547,95816-3630,PROFESOR
61548,68086-5803,EMPLEADO
61549,58424-7176,EGRESADO
61550,99646-1211,PADRE
61551,17010-6407,VECINO
61552,27461-2047,PADRE
61553,58886-6944,PROFESOR
61554,36674-2225,VECINO
61555,93697-6747,PADRE
61556,12869-5724,NO_RELACIONADO
61557,62122-7696,PADRE
61558,53282-1785,EMPLEADO
61559,34331-0717,PROFESOR
61560,12484-1730,ESTUDIANTE
61561,67821-1147,VECINO
61562,65009-4208,VECINO
61563,88519-8312,PADRE
61564,10273-8024,PROFESOR
61565,48185-5946,NO_RELACIONADO
61566,49183-3084,PROFESOR
61567,94951-1161,VECINO
61568,48086-4437,EMPLEADO
61569,51053-4989,VECINO
61570,98621-2502,EMPLEADO
61571,95302-4041,EGRESADO
61572,93341-7573,PADRE
61573,95043-8483,PADRE
61574,81369-0208,EGRESADO
61575,02991-2976,EMPLEADO
61576,70869-9430,EMPLEADO
61577,82179-0394,EMPLEADO
61578,00045-7893,PROFESOR
61579,36463-5701,PROFESOR
61580,02672-7932,PADRE
61581,72179-5851,NO_RELACIONADO
61582,94059-2344,ESTUDIANTE
61583,44317-4200,PADRE
61584,56238-9719,VECINO
61585,56225-5807,PROFESOR
61586,67814-5276,PROFESOR
61587,04711-0181,ESTUDIANTE
61588,62753-2669,PADRE
61589,29360-6848,EGRESADO
61590,73496-0962,ESTUDIANTE
61591,02663-6177,EGRESADO
61592,30971-7535,PADRE
61593,08742-9557,EMPLEADO
61594,19737-9484,PADRE
61595,98218-4937,PROFESOR
61596,97321-1462,VECINO
61597,30933-9343,EGRESADO
61598,96537-6938,PADRE
61599,51079-3195,PROFESOR
61600,04284-8970,PROFESOR
61601,65692-1047,EMPLEADO
61602,76986-3929,ESTUDIANTE
61603,03081-5978,EGRESADO
61604,67461-5701,ESTUDIANTE
61605,59608-6641,PROFESOR
61606,86186-0907,VECINO
61607,51714-9344,PADRE
61608,30565-5720,ESTUDIANTE
61609,79401-0019,NO_RELACIONADO
61610,92511-8826,ESTUDIANTE
61611,45356-6850,PROFESOR
61612,93538-5317,ESTUDIANTE
61613,19357-1455,VECINO
61614,55505-6478,PADRE
61615,79744-3618,PADRE
61616,34990-2876,EGRESADO
61617,62949-8727,ESTUDIANTE
61618,40412-7695,VECINO
61619,86873-7141,EGRESADO
61620,81822-4407,VECINO
61621,60029-6448,ESTUDIANTE
61622,68370-0338,EGRESADO
61623,30545-6764,VECINO
61624,60600-5160,ESTUDIANTE
61625,27526-9251,VECINO
61626,49913-1966,VECINO
61627,31165-2168,PADRE
61628,03642-1949,PADRE
61629,65745-4033,VECINO
61630,54351-2172,EMPLEADO
61631,97807-6131,NO_RELACIONADO
61632,82994-4892,ESTUDIANTE
61633,92764-7997,VECINO
61634,91742-0493,PADRE
61635,71415-7651,NO_RELACIONADO
61636,31272-4644,PADRE
61637,13659-1940,ESTUDIANTE
61638,84721-3516,EGRESADO
61639,51143-4953,ESTUDIANTE
61640,41059-0177,PADRE
61641,66476-9174,NO_RELACIONADO
61642,59946-0496,VECINO
61643,52363-3923,PROFESOR
61644,14554-5500,PADRE
61645,79657-3896,EMPLEADO
61646,04245-6245,EGRESADO
61647,34200-6944,NO_RELACIONADO
61648,20008-4888,VECINO
61649,84171-3311,VECINO
61650,26042-1539,PROFESOR
61651,38777-7889,EMPLEADO
61652,69319-7703,PADRE
61653,35046-7451,PADRE
61654,77839-2482,VECINO
61655,66375-1453,PADRE
61656,63529-8026,PROFESOR
61657,66650-5452,NO_RELACIONADO
61658,30511-3246,NO_RELACIONADO
61659,24950-7874,EGRESADO
61660,24698-2706,EGRESADO
61661,86976-6889,PADRE
61662,11558-1749,PADRE
61663,48212-2197,NO_RELACIONADO
61664,75755-2817,ESTUDIANTE
61665,48012-7744,EGRESADO
61666,77289-7935,PADRE
61667,49438-4561,EGRESADO
61668,21121-6589,PADRE
61669,96768-9971,PADRE
61670,00902-0503,PADRE
61671,60945-4666,NO_RELACIONADO
61672,51442-8359,PROFESOR
61673,19990-5021,NO_RELACIONADO
61674,88164-8147,PROFESOR
61675,05519-5818,ESTUDIANTE
61676,25321-2127,PROFESOR
61677,30432-1212,ESTUDIANTE
61678,20126-2780,PADRE
61679,83012-3223,PADRE
61680,60333-6182,PADRE
61681,41014-3188,VECINO
61682,60831-5348,EGRESADO
61683,32000-3439,EMPLEADO
61684,69434-1184,VECINO
61685,86722-5469,EMPLEADO
61686,41277-3804,EMPLEADO
61687,87314-4053,PADRE
61688,48169-7775,VECINO
61689,24108-7023,PADRE
61690,71421-5704,VECINO
61691,12583-6277,VECINO
